kode_produk,nama_produk,kategori_id,vendor_id,jenis,deskripsi,spesifikasi,harga_satuan,harga_grosir,satuan,stok_minimal,stok_tersedia,gambar,status,created_at,updated_at,harga_diskon,is_featured
A-777,ACER TRAVELMATE TMP214/0041 6 GB 512G,1,1,barang_it,"""- Display : 14 Inch\r\n- Processor : i5-1335U (Cache 12 M, hingga 4,60 GHz)\r\n- Memory : 8GB DDR4\r\n- Storage : 512GB SSD\r\n- Graphics : Intel UHD Graphics\r\n- OS : Windows 11 Home\r\n- LAN, WiFi, Bluetooth""","""??? Display : 14 Inch\r\n??? Processor : i5-1335U (Cache 12 M, hingga 4,60 GHz)\r\n??? Memory : 8GB DDR4\r\n??? Storage : 512GB SSD\r\n??? Graphics : Intel UHD Graphics\r\n??? OS : Windows 11 Home\r\n??? LAN, WiFi, Bluetooth""",12263000.00,,unit,10,10,68c27bcbc2c22.jpeg,aktif,2025-09-11 07:11:16,2025-09-12 08:08:21,0,0
DAHUA-XVR5-069,DAHUA XVR5116HS-5M-I3 DVR 16CH H265+,1,1,barang_it,"""> 2-channel QuickPick 2.0 for analog channels which improves the efficiency of target retrieval. \r\n> 16-channel SMD Plus for analog channels or 24-channel SMD by camera which allows the device to trigger accurate alarms for humans and vehicles. \r\n> 4-channel perimeter protection for analog channels which supports tripwire and intrusion detection powered by AI. \r\n> 2-channel face recognition for analog channels which supports face comparison. \r\n> 16-channel AI Coding saves on storage and bandwidth while maintaining the details of targets in videos. \r\n> Supports HDCVI, AHD, TVI, CVBS and IP video input. \r\n> Supports up to 24-channel IP camera input and each channel can be up to 6 MP. The incoming bandwidth reaches 128 Mbps. \r\n> Smart H.265+ and H.265 dual-stream video compression. \r\n> IoT and POS capabilities""","""> 2-channel QuickPick 2.0 for analog channels which improves the efficiency of target retrieval. \r\n> 16-channel SMD Plus for analog channels or 24-channel SMD by camera which allows the device to trigger accurate alarms for humans and vehicles. \r\n> 4-channel perimeter protection for analog channels which supports tripwire and intrusion detection powered by AI. \r\n> 2-channel face recognition for analog channels which supports face comparison. \r\n> 16-channel AI Coding saves on storage and bandwidth while maintaining the details of targets in videos. \r\n> Supports HDCVI, AHD, TVI, CVBS and IP video input. \r\n> Supports up to 24-channel IP camera input and each channel can be up to 6 MP. The incoming bandwidth reaches 128 Mbps. \r\n> Smart H.265+ and H.265 dual-stream video compression. \r\n> IoT and POS capabilities""",2550000.00,,unit,10,10,68c27c79edd27.jpeg,aktif,2025-09-11 07:14:14,2025-09-11 07:38:33,0,0
DAHUA-HACB-580,"""DAHUA HAC-B1A21-U, 2.0MP Camera Outdoor""",1,1,barang_it,"""> Max. 30 fps@1080p.\r\n> Smart IR Illumination\r\n> 30 m illumination distance.\r\n> 3.6 mm fixed lens (2.8 mm, 6 mm optional)\r\n> CVI/CVBS/AHD/TVI switchable.\r\n> IP67, 12 VDC.""","""> Max. 30 fps@1080p.\r\n> Smart IR Illumination\r\n> 30 m illumination distance.\r\n> 3.6 mm fixed lens (2.8 mm, 6 mm optional)\r\n> CVI/CVBS/AHD/TVI switchable.\r\n> IP67, 12 VDC.""",170000.00,,unit,10,10,68c27c5d85b59.jpeg,aktif,2025-09-11 07:16:41,2025-09-12 04:54:57,0,0
DAHUA-HACB-697,"""DAHUA HAC-B1A51P, 2.0MP Camera Analog Outdoor 5MP""",1,1,barang_it,"""- Max. 25 fps@5MP (16:9 video output)\r\n- CVI/CVBS/AHD/TVI switchable\r\n- 3.6 mm fixed lens (2.8 mm optional)\r\n- Max. IR length 20 m, Smart IR\r\n- IP67, DC12V""","""??? Max. 25 fps@5MP (16:9 video output)\r\n??? CVI/CVBS/AHD/TVI switchable\r\n??? 3.6 mm fixed lens (2.8 mm optional)\r\n??? Max. IR length 20 m, Smart IR\r\n??? IP67, DC12V""",385000.00,,unit,10,10,68c27c3776a77.jpg,aktif,2025-09-11 07:18:30,2025-09-12 08:07:44,0,0
A-096,ASUS Vivobook 14 A1404Va,1,1,barang_it,"""- Processor : Intel Core i5-1335U Processor 1.3 GHz (12MB Cache, up to 4.6 GHz, 10 cores, 12 Threads),\r\n- Memory : 8GB DDR4 on board, Upgradable (1x DDR4 SO-DIMM slot) Up to 16GB DDR4,\r\n- Storage : 512GB M.2 NVMe PCIe 4.0 SSD,\r\n- Graphics : Intel UHD Graphics (Intel Iris Xe Graphics eligible),\r\n??? Display : 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio,LED Backlit, IPS-level Panel, 60Hz refresh rate, 250nits HDR peak brightness, 45% NTSC color gamut, Anti-glare display,\r\n??? Keyboard : Backlit Chiclet Keyboard + Fingerprint (integrated with Touchpad),\r\n??? Wireless : Wi-Fi 6E(802.11ax) (Dual band) 1*1 + Bluetooth 5.3,\r\n??? Webcam : 720p HD camera With privacy shutter,\r\n??? Audio : SonicMaster Built-in speaker Built-in array microphone, with Cortana and Alexa voice-recognition support,\r\n??? Battery : 42WHrs, 3S1P, 3-cell Li-ion, 45W AC Adapter,\r\n??? OS : Windows 11 Home + OHS 2021.""","""??? Processor : Intel Core i5-1335U Processor 1.3 GHz (12MB Cache, up to 4.6 GHz, 10 cores, 12 Threads),\r\n??? Memory : 8GB DDR4 on board, Upgradable (1x DDR4 SO-DIMM slot) Up to 16GB DDR4,\r\n??? Storage : 512GB M.2 NVMe PCIe 4.0 SSD,\r\n??? Graphics : Intel UHD Graphics (Intel Iris Xe Graphics eligible),\r\n??? Display : 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio,LED Backlit, IPS-level Panel, 60Hz refresh rate, 250nits HDR peak brightness, 45% NTSC color gamut, Anti-glare display,\r\n??? Keyboard : Backlit Chiclet Keyboard + Fingerprint (integrated with Touchpad),\r\n??? Wireless : Wi-Fi 6E(802.11ax) (Dual band) 1*1 + Bluetooth 5.3,\r\n??? Webcam : 720p HD camera With privacy shutter,\r\n??? Audio : SonicMaster Built-in speaker Built-in array microphone, with Cortana and Alexa voice-recognition support,\r\n??? Battery : 42WHrs, 3S1P, 3-cell Li-ion, 45W AC Adapter,\r\n??? OS : Windows 11 Home + OHS 2021.""",8450000.00,,unit,10,10,68c27bf42c657.png,aktif,2025-09-11 07:22:30,2025-09-13 03:30:33,0,1
BT-ADAPTER-886,TP-LINK UB400 BLUETOOTH 4.0 USB BT ADAPTER,1,1,barang_it,"""Bluetooth 4.0 terbaru dengan teknologi rendah energi (BLE) dan kompatibel dengan Bluetooth V3.0, 2.1, 2.0, 1.1. Plug and Play untuk Win 8, Win 8.1, dan Win 10. Ultra-kecil untuk portabilitas yang nyaman dengan kinerja tinggi yang andal. Mendukung Windows 10, 8.1, 8, 7, XP.TP-LINK BLUETOOTH 4.0 NANO USB ADAPTERFEATURES :- Bluetooth 4.0 Applies the latest Bluetooth 4.0 with low energy (BLE) technology and it is backward compatible with Bluetooth V3.0/2.1/2.0/1.1- Driver Free Plug and Play for Win 8, Win 8.1, and Win 10- NanoSized Ultrasmall for convenient portability with reliable high performance- Supported Operating System Supports Windows 10/8.1/8/7/XPTECHNICAL SPECIFICATIONS :- Standards and Protocols : Bluetooth 4.0- Interface : USB 2.0- Dimensions ( W x D x H ) : 0.58 0.27 0.74 in (14.8 6.8 18.9 mm)- Certification : FCC, CE, RoHS- Package Contents : Bluetooth 4.0 Nano USB Adapter UB400- System Requirements : Windows 10/8.1/8/7/XP- Operating Temperature: 0~40 (32 ~104)- Storage Temperature: 40~70 (40 ~158)- Operating Humidity: 10%~90% noncondensing- Storage Humidity: 5%~90% noncondensing100% Originalwith 1 year(s) warranty""","""Bluetooth 4.0 terbaru dengan teknologi rendah energi (BLE) dan kompatibel dengan Bluetooth V3.0, 2.1, 2.0, 1.1. Plug and Play untuk Win 8, Win 8.1, dan Win 10. Ultra-kecil untuk portabilitas yang nyaman dengan kinerja tinggi yang andal. Mendukung Windows 10, 8.1, 8, 7, XP.TP-LINK BLUETOOTH 4.0 NANO USB ADAPTERFEATURES :- Bluetooth 4.0 Applies the latest Bluetooth 4.0 with low energy (BLE) technology and it is backward compatible with Bluetooth V3.0/2.1/2.0/1.1- Driver Free Plug and Play for Win 8, Win 8.1, and Win 10- NanoSized Ultrasmall for convenient portability with reliable high performance- Supported Operating System Supports Windows 10/8.1/8/7/XPTECHNICAL SPECIFICATIONS :- Standards and Protocols : Bluetooth 4.0- Interface : USB 2.0- Dimensions ( W x D x H ) : 0.58 0.27 0.74 in (14.8 6.8 18.9 mm)- Certification : FCC, CE, RoHS- Package Contents : Bluetooth 4.0 Nano USB Adapter UB400- System Requirements : Windows 10/8.1/8/7/XP- Operating Temperature: 0~40 (32 ~104)- Storage Temperature: 40~70 (40 ~158)- Operating Humidity: 10%~90% noncondensing- Storage Humidity: 5%~90% noncondensing100% Originalwith 1 year(s) warranty""",90000.00,,unit,10,10,68c27c1b27c3f.jpg,aktif,2025-09-11 07:25:38,2025-09-11 07:36:59,0,0
UTP-COMPLI-924,RJ45 AMP Commscope Connector RJ 45,1,1,barang_it,- UTP Compliant Standards : CAT type 3/4/5/5e\r\n- Cable Function : Connector\r\n- Package Qty : 50 pcs,- UTP Compliant Standards : CAT type 3/4/5/5e\r\n- Cable Function : Connector\r\n- Package Qty : 50 pcs,75000.00,,unit,10,10,68c27d0809668.jpeg,aktif,2025-09-11 07:29:03,2025-09-11 07:40:56,0,0
P-685,EPSON L3210 Printer,2,1,barang_it,"""- Teknologi cetak: Heat-FreeTM MicroPiezo?? 4-Color Inkjet (CMYK)\r\n- Resolusi cetak maksimum: Hingga 5.760 dpi x 1.440 dpi\r\n- Kecepatan cetak maksimum: Hitam 33 ppm dan warna 15 ppm (draft, A4/letter)\r\n- Kecepatan cetak ISO: Hitam 10 ppm dan warna 5 ppm (A4/letter) \r\n- Ukuran cetak maksimum: 215.9mm x 1200mm\r\n- Ukuran kertas yang didukung: Standar: A4, Letter, Legal (215,9 mm x 355,6 mm), Meksiko Legal (215,9 mm x 340,4 mm), Legal 9 (214,9 mm x 315 mm), folio (215,9 mm x330,2 mm), eksekutif, pernyataan, A6\r\n??? Foto: 10 cm x15 cm (4 inci x 6 inci), lebar 16: 9 (102 mm x 181 mm), 13 cm x 18 cm (5 inci x 7 inci)\r\n??? Jenis: Kertas biasa, kertas khusus Epson (kertas matte, glossy, semi glossy, kertas inkjet kualitas tinggi)\r\n??? Amplop: No. 10 (10,5 cm x 24,1 cm)\r\n??? Kapasitas muat: Umpan belakang: hingga 100 lembar (A4 / letter)""","""???  Teknologi cetak: Heat-FreeTM MicroPiezo?? 4-Color Inkjet (CMYK)\r\n??? Resolusi cetak maksimum: Hingga 5.760 dpi x 1.440 dpi\r\n??? Kecepatan cetak maksimum: Hitam 33 ppm dan warna 15 ppm (draft, A4/letter)\r\n??? Kecepatan cetak ISO: Hitam 10 ppm dan warna 5 ppm (A4/letter) \r\n???  Ukuran cetak maksimum: 215.9mm x 1200mm\r\n??? Ukuran kertas yang didukung: Standar: A4, Letter, Legal (215,9 mm x 355,6 mm), Meksiko Legal (215,9 mm x 340,4 mm), Legal 9 (214,9 mm x 315 mm), folio (215,9 mm x330,2 mm), eksekutif, pernyataan, A6\r\n??? Foto: 10 cm x15 cm (4 inci x 6 inci), lebar 16: 9 (102 mm x 181 mm), 13 cm x 18 cm (5 inci x 7 inci)\r\n??? Jenis: Kertas biasa, kertas khusus Epson (kertas matte, glossy, semi glossy, kertas inkjet kualitas tinggi)\r\n??? Amplop: No. 10 (10,5 cm x 24,1 cm)\r\n??? Kapasitas muat: Umpan belakang: hingga 100 lembar (A4 / letter)""",2025000.00,,unit,10,10,68c27cdd95a51.jpg,aktif,2025-09-11 07:39:08,2025-09-12 08:10:03,0,0
ASUS-VIVO-895,Asus Vivobook Go 14 E1404GA-FHD351M-Mixed Black,1,1,barang_it,"""* Processor : Intel?? Core??? i3-N305 Processor 1.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)\r\n* Display : 14.0-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display 83 ???\r\n* Memory : 8GB DDR4 on board\r\n* Storage : 512GB M.2 NVMe??? PCIe?? 3.0 SSD\r\n* Graphics : Intel?? UHD Graphics\r\n* Keyboard & Touchpad : Backlit Chiclet Keyboard + FingerPrint (integrated with Touchpad)\r\n* Wireless : Wi-Fi 6E(802.11ax) (Dual band) 1*1 + Bluetooth?? 5.3 Wireless Card (*Bluetooth?? version may change with OS version different.)\r\n* Ports : 1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-A; 1x USB 3.2 Gen 1 Type-C; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in\r\n* Audio : SonicMaster, Built-in speaker, Built-in array microphone with Cortana voice-recognition suppor\r\n\r\n* Camera : 720p HD camera With privacy shutter\r\n* Battery : 42WHrs, 3S1P, 3-cell Li-ion, 45W AC Adapter\r\n* Free : Backpack\r\n* OS : Windows 11 Home + Office Home & Student 2021 + Microsoft 365 (1Y)""","""* Processor : Intel?? Core??? i3-N305 Processor 1.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)\r\n* Display : 14.0-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display 83 ???\r\n* Memory : 8GB DDR4 on board\r\n* Storage : 512GB M.2 NVMe??? PCIe?? 3.0 SSD\r\n* Graphics : Intel?? UHD Graphics\r\n* Keyboard & Touchpad : Backlit Chiclet Keyboard + FingerPrint (integrated with Touchpad)\r\n* Wireless : Wi-Fi 6E(802.11ax) (Dual band) 1*1 + Bluetooth?? 5.3 Wireless Card (*Bluetooth?? version may change with OS version different.)\r\n* Ports : 1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-A; 1x USB 3.2 Gen 1 Type-C; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in\r\n* Audio : SonicMaster, Built-in speaker, Built-in array microphone with Cortana voice-recognition suppor\r\n\r\n* Camera : 720p HD camera With privacy shutter\r\n* Battery : 42WHrs, 3S1P, 3-cell Li-ion, 45W AC Adapter\r\n* Free : Backpack\r\n* OS : Windows 11 Home + Office Home & Student 2021 + Microsoft 365 (1Y)""",5800000.00,,unit,10,10,68c2820157611.jpg,aktif,2025-09-11 07:44:17,2025-09-11 08:02:09,0,0
VGEN-AVATA-890,V-Gen Avatar 16 GB,1,1,barang_it,Size :38 x 17 x 5 mm\r\nStatus :Regular\r\nVolume :+/- 5.0gr\r\nVoltage :2.7V 3.3V\r\nRead : +/- 29 MB/sec\r\nWrite : +/- 15 MB/sec,Size :38 x 17 x 5 mm\r\nStatus :Regular\r\nVolume :+/- 5.0gr\r\nVoltage :2.7V 3.3V\r\nRead : +/- 29 MB/sec\r\nWrite : +/- 15 MB/sec,40000.00,,unit,10,10,68c28054f08c9.jpeg,aktif,2025-09-11 07:48:55,2025-09-11 07:55:00,0,0
VGEN-MICRO-953,V-Gen Micro SD Turbo NA 32 GB,1,1,barang_it,"""Dimensi Kartu: 15 mm (L) x 11 mm (W) x 1.0 mm (H)\r\nKelas Kecepatan: UHS 1 class10\r\nKecepatan Baca: Up to 100MB/detik\r\nKecepatan Tulis: Up to 48MB/detik\r\nTemperatur Operasional: -25??C to +85??C (Recommended)\r\nTemperatur Penyimpanan: -40??C to +85??C (Recommended)\r\nFitur: Full HD 1080 ( 1980??1080 pixels ), RoHS ( bebas bahan kimia berbahaya ) Waterproof, Shockproof, Weatherproof, X-Rayproof""","""Dimensi Kartu: 15 mm (L) x 11 mm (W) x 1.0 mm (H)\r\nKelas Kecepatan: UHS 1 class10\r\nKecepatan Baca: Up to 100MB/detik\r\nKecepatan Tulis: Up to 48MB/detik\r\nTemperatur Operasional: -25??C to +85??C (Recommended)\r\nTemperatur Penyimpanan: -40??C to +85??C (Recommended)\r\nFitur: Full HD 1080 ( 1980??1080 pixels ), RoHS ( bebas bahan kimia berbahaya ) Waterproof, Shockproof, Weatherproof, X-Rayproof""",47000.00,,unit,10,10,68c280dedc3d8.jpg,aktif,2025-09-11 07:50:50,2025-09-11 07:57:18,0,0
VGEN-MICRO-382,V-Gen Micro SD Turbo NA 64 GB,1,1,barang_it,"""Dimensi Kartu: 15 mm (L) x 11 mm (W) x 1.0 mm (H)\r\nKelas Kecepatan: UHS 1 class10\r\nKecepatan Baca: Up to 100MB/detik\r\nKecepatan Tulis: Up to 48MB/detik\r\nTemperatur Operasional: -25??C to +85??C (Recommended)\r\nTemperatur Penyimpanan: -40??C to +85??C (Recommended)\r\nFitur: Full HD 1080 ( 1980??1080 pixels ), RoHS ( bebas bahan kimia berbahaya ) Waterproof, Shockproof, Weatherproof, X-Rayproof""","""Dimensi Kartu: 15 mm (L) x 11 mm (W) x 1.0 mm (H)\r\nKelas Kecepatan: UHS 1 class10\r\nKecepatan Baca: Up to 100MB/detik\r\nKecepatan Tulis: Up to 48MB/detik\r\nTemperatur Operasional: -25??C to +85??C (Recommended)\r\nTemperatur Penyimpanan: -40??C to +85??C (Recommended)\r\nFitur: Full HD 1080 ( 1980??1080 pixels ), RoHS ( bebas bahan kimia berbahaya ) Waterproof, Shockproof, Weatherproof, X-Rayproof""",74000.00,,unit,10,10,68c280cf3c77a.jpg,aktif,2025-09-11 07:52:06,2025-09-11 07:57:03,0,0
VGEN-RESCU-822,"V-Gen Rescue SSD INT 2.5\"""" SATA3 128 GB",1,1,barang_it,"""- Supported : UDMA Mode 6\r\n- TRIM Support : Yes (Requires OS Support)\r\n- Garbage Collection : Yes\r\n- S.M.A.R.T : Yes\r\n- Write Cache : Yes\r\n- Host Protect Area : Yes\r\n- APM : Yes\r\n- NCQ : Yes\r\n- 48-Bit : Yes\r\n- Security : AES 256-Bit Full Disk Encryption (FDE)\r\n- TCG/Opal V2.0 , Encryption Drive (IEEE1667)\r\n- Volume : +/- 20 gr""","""- Supported : UDMA Mode 6\r\n- TRIM Support : Yes (Requires OS Support)\r\n- Garbage Collection : Yes\r\n- S.M.A.R.T : Yes\r\n- Write Cache : Yes\r\n- Host Protect Area : Yes\r\n- APM : Yes\r\n- NCQ : Yes\r\n- 48-Bit : Yes\r\n- Security : AES 256-Bit Full Disk Encryption (FDE)\r\n- TCG/Opal V2.0 , Encryption Drive (IEEE1667)\r\n- Volume : +/- 20 gr""",158000.00,,unit,10,10,68c282997d74b.jpg,aktif,2025-09-11 07:57:43,2025-09-11 08:04:41,0,0
EZVIZ-C6N--333,Ezviz C6N 2MP Smart Home,1,1,barang_it,"""Model : CS-C6N-A0-1C2WFR\r\nImage Sensor : 1/4\"""" Progressive Scan CMOS\r\nShutter Speed : Self-adaptive shutter\r\nLens : 4mm@ F2.4, view angle: 85?? diagonal, 75?? horizontal, 45?? vertical\r\nLens Mount : M12\r\nDay & Night : IR-cut filter with auto-switching\r\nDNR : 3D DNR\r\nWDR : Digital WDR\r\nVideo Compression : H.264\r\nVideo Bit Rate : Adaptive bit rate.\r\nMax. Resolution : 1920 ?? 1080\r\nFrame Rate : Max. 15fps; Self-adaptive during network transmission\r\nSmart Alarm : Motion detection\r\nWi-Fi Pairing : AP Pairing\r\nProtocol : EZVIZ Cloud Proprietary Protocol\r\nInterface Protocol : EZVIZ Cloud Proprietary Protocol\r\nStorage : MicroSD card slot (Max. 256 GB)\r\nPower : Micro USB\r\n\r\nWired Network : RJ45 X 1 (10M/100M self-adaptive Ethernet port)\r\nStandard : IEEE802.11 b/g/n\r\nFrequency Range : 2.4 GHz ~ 2.4835 GHz\r\nChannel Bandwidth : Supports 20MHz\r\nSecurity : 64/128-bit WEP, WPA/WPA2, WPA-PSK/WPA2-PSK\r\nTransmission Rate : 11b: 11 Mbps, 11g: 54 Mbps, 11n: 72 Mbps\r\nPower Supply : DC 5V/1A\r\nPower Consumption : 5W max\r\nIR Range : MAX. 10m (32.81 fts)\r\nDimensions : 88 mm x 88.2 mm x 119 mm (3.46??? x 3.47??? x 4.69???)\r\nPackaging Dimensions : 103 mm x 103 mm x 168 mm (4.06??? x 4.06??? x 6.61???)\r\nPackaging Contents : C6N camera; Base; Screw Kit; Power Cable 3m (9.8 ft.); Drill Template; Power Adapter; Quick Start Guide\r\nMicro SD SANDISK ULTRA microSD UHS-I CARD FOR CAMERAS for 128GB / 256GB\r\nCapacity: 128GB / 256 GB\r\nRead Speed: up to 100MB/S1 for 128 GB / up to 120MB/S1 for 256 GB\r\nVideo Speed: C102\r\nForm Factor: microSDXC""","""Model : CS-C6N-A0-1C2WFR\r\nImage Sensor : 1/4\"""" Progressive Scan CMOS\r\nShutter Speed : Self-adaptive shutter\r\nLens : 4mm@ F2.4, view angle: 85?? diagonal, 75?? horizontal, 45?? vertical\r\nLens Mount : M12\r\nDay & Night : IR-cut filter with auto-switching\r\nDNR : 3D DNR\r\nWDR : Digital WDR\r\nVideo Compression : H.264\r\nVideo Bit Rate : Adaptive bit rate.\r\nMax. Resolution : 1920 ?? 1080\r\nFrame Rate : Max. 15fps; Self-adaptive during network transmission\r\nSmart Alarm : Motion detection\r\nWi-Fi Pairing : AP Pairing\r\nProtocol : EZVIZ Cloud Proprietary Protocol\r\nInterface Protocol : EZVIZ Cloud Proprietary Protocol\r\nStorage : MicroSD card slot (Max. 256 GB)\r\nPower : Micro USB\r\n\r\nWired Network : RJ45 X 1 (10M/100M self-adaptive Ethernet port)\r\nStandard : IEEE802.11 b/g/n\r\nFrequency Range : 2.4 GHz ~ 2.4835 GHz\r\nChannel Bandwidth : Supports 20MHz\r\nSecurity : 64/128-bit WEP, WPA/WPA2, WPA-PSK/WPA2-PSK\r\nTransmission Rate : 11b: 11 Mbps, 11g: 54 Mbps, 11n: 72 Mbps\r\nPower Supply : DC 5V/1A\r\nPower Consumption : 5W max\r\nIR Range : MAX. 10m (32.81 fts)\r\nDimensions : 88 mm x 88.2 mm x 119 mm (3.46??? x 3.47??? x 4.69???)\r\nPackaging Dimensions : 103 mm x 103 mm x 168 mm (4.06??? x 4.06??? x 6.61???)\r\nPackaging Contents : C6N camera; Base; Screw Kit; Power Cable 3m (9.8 ft.); Drill Template; Power Adapter; Quick Start Guide\r\nMicro SD SANDISK ULTRA microSD UHS-I CARD FOR CAMERAS for 128GB / 256GB\r\nCapacity: 128GB / 256 GB\r\nRead Speed: up to 100MB/S1 for 128 GB / up to 120MB/S1 for 256 GB\r\nVideo Speed: C102\r\nForm Factor: microSDXC""",290000.00,,unit,10,10,68c2822f1f7e3.jpeg,aktif,2025-09-11 08:01:23,2025-09-11 08:02:55,0,0
EZVIZ-H8C--445,Ezviz H8C 2MP Smart Home Outdoor IP Camera WI-FI,1,1,barang_it,"""IP Camera CCTV Wifi EZVIZ H8C 1080P Pan And Tilt (Support RJ45/LAN) Specifications Model Model CS-H8c (1080P) Camera Image Sensor 1/2.8 #34; Progressive Scan CMOS Shutter Speed Self-adaptive shutter Lens 4mm @ F2.0, viewing angle: 46?? (Vertical), 89?? (Horizontal), 104?? (Diagonal) 6mm @ F2.0, viewing angle: 28?? (Vertical), 52?? (Horizontal), 60?? (Diagonal) PT Angle Pan: 350??, Tilt: 80?? Minimum Illumination 0.5 Lux @ (F1.6, AGC ON), 0 Lux with IR (Data is obtained from EZVIZ laboratories) Lens Mount M12 Day amp; Night IR-Cut filter with auto-switching DNR 3D DNR WDR Digital WDR Night Vision Distance 30 m / 98 ft Video amp; Audio Max. Resolution 1920 ?? 1080 Frame Rate Max: 30fps; Self-Adaptive during network transmission Video Compression H.265 / H.264 H.265 Type Main Profile Video Bit Rate Full HD; Hi-Def; Standard. Adaptive bit rate. Audio Bit Rate Self-Adaptive Max. Bitrate 2 Mbps Network Wi-Fi Standard IEEE802.11b, 802.11g, 802.11n Frequency Range 2.4 GHz ~ 2.4835 GHz Channel Bandwidth Supports 20 MHz Transmission Rate 11b: 11 Mbps,11g: 54 Mbps,11n: 72 Mbps Wi-Fi Pairing AP pairing Protocol EZVIZ Cloud Proprietary Protocol Interface Protocol EZVIZ Cloud Proprietary Protocol Wired Network RJ45 ?? 1 (10M / 100M Adaptive Ethernet Port) Storage Local Storage MicroSD card slot (Up to 512GB) Cloud Storage EZVIZ Cloud Storage (Subscription Required) Function Smart Alarm AI-Powered Human Shape Detection Customized Alert Area Supports Two-way Talk Supports General Function Anti-Flicker, Dual-Stream, Heart Beat, Password Protection, Watermark General Operating Conditions -30 ??C to 50??C ( -22 ??F to 122 ??F ), humidity 95% or less (non-condensing) IP Grade Weatherproof Design Power Supply DC 12V / 1A Power Consumption MAX. 12W Dimensions 100.05 ?? 129.19 ?? 149.75 mm (3.94 ?? 5.09 ?? 5.9 inch) Packaging Dimensions 140 ?? 140 ?? 192 mm (5.51 ?? 5.51 ?? 7.56 inch) Weight (With package) 730 g (25.75 oz) Net Weight 420 g (14.8 oz) In the box - H8c Camera - Drill Template - Screw Kit - Waterproof Kit - Power Adapter - Regulatory Information - Quick Start Guide Certifications CE / FCC / UKCA / UL / WEEE / RoHS / REACH""","""IP Camera CCTV Wifi EZVIZ H8C 1080P Pan And Tilt (Support RJ45/LAN) Specifications Model Model CS-H8c (1080P) Camera Image Sensor 1/2.8 #34; Progressive Scan CMOS Shutter Speed Self-adaptive shutter Lens 4mm @ F2.0, viewing angle: 46?? (Vertical), 89?? (Horizontal), 104?? (Diagonal) 6mm @ F2.0, viewing angle: 28?? (Vertical), 52?? (Horizontal), 60?? (Diagonal) PT Angle Pan: 350??, Tilt: 80?? Minimum Illumination 0.5 Lux @ (F1.6, AGC ON), 0 Lux with IR (Data is obtained from EZVIZ laboratories) Lens Mount M12 Day amp; Night IR-Cut filter with auto-switching DNR 3D DNR WDR Digital WDR Night Vision Distance 30 m / 98 ft Video amp; Audio Max. Resolution 1920 ?? 1080 Frame Rate Max: 30fps; Self-Adaptive during network transmission Video Compression H.265 / H.264 H.265 Type Main Profile Video Bit Rate Full HD; Hi-Def; Standard. Adaptive bit rate. Audio Bit Rate Self-Adaptive Max. Bitrate 2 Mbps Network Wi-Fi Standard IEEE802.11b, 802.11g, 802.11n Frequency Range 2.4 GHz ~ 2.4835 GHz Channel Bandwidth Supports 20 MHz Transmission Rate 11b: 11 Mbps,11g: 54 Mbps,11n: 72 Mbps Wi-Fi Pairing AP pairing Protocol EZVIZ Cloud Proprietary Protocol Interface Protocol EZVIZ Cloud Proprietary Protocol Wired Network RJ45 ?? 1 (10M / 100M Adaptive Ethernet Port) Storage Local Storage MicroSD card slot (Up to 512GB) Cloud Storage EZVIZ Cloud Storage (Subscription Required) Function Smart Alarm AI-Powered Human Shape Detection Customized Alert Area Supports Two-way Talk Supports General Function Anti-Flicker, Dual-Stream, Heart Beat, Password Protection, Watermark General Operating Conditions -30 ??C to 50??C ( -22 ??F to 122 ??F ), humidity 95% or less (non-condensing) IP Grade Weatherproof Design Power Supply DC 12V / 1A Power Consumption MAX. 12W Dimensions 100.05 ?? 129.19 ?? 149.75 mm (3.94 ?? 5.09 ?? 5.9 inch) Packaging Dimensions 140 ?? 140 ?? 192 mm (5.51 ?? 5.51 ?? 7.56 inch) Weight (With package) 730 g (25.75 oz) Net Weight 420 g (14.8 oz) In the box - H8c Camera - Drill Template - Screw Kit - Waterproof Kit - Power Adapter - Regulatory Information - Quick Start Guide Certifications CE / FCC / UKCA / UL / WEEE / RoHS / REACH""",535000.00,,unit,10,10,68c28332ed957.jpg,aktif,2025-09-11 08:04:13,2025-09-11 08:07:14,0,0
